filename,estimated_calories,range_low,range_high,confidence,foods,assumptions,error
1db0409d-IMG_5953_aug0.jpg,258,220,320,medium,"[{""name"": ""milano cookie"", ""estimated_calories"": 75}, {""name"": ""oreo"", ""estimated_calories"": 53}, {""name"": ""swedish fish"", ""estimated_calories"": 40}, {""name"": ""swedish fish"", ""estimated_calories"": 25}, {""name"": ""sour patch kid"", ""estimated_calories"": 15}, {""name"": ""roasted chestnut"", ""estimated_calories"": 25}, {""name"": ""roasted chestnut"", ""estimated_calories"": 25}]","[""Standard sizes for Milano cookie, Oreo, Swedish Fish, Sour Patch Kid, and Roasted Chestnuts."", ""No additional toppings, oils, or sauces."", ""The dark round objects are roasted chestnuts."", ""The red irregular shapes are Swedish Fish."", ""The green irregular shape is a Sour Patch Kid.""]",False
2052da20-IMG_5806_aug1.jpg,32,25,40,low,"[{""name"": ""roasted chestnut"", ""estimated_calories"": 32}]","[""The object in the image is a single roasted chestnut."", ""The roasted chestnut is of medium size."", ""No additional oils, butter, or seasonings were added."", ""The image quality is extremely poor, making definitive identification very difficult.""]",False
20c328d5-IMG_5856_aug0.jpg,215,180,250,medium,"[{""name"": ""sour patch kid"", ""estimated_calories"": 12}, {""name"": ""roasted chestnut"", ""estimated_calories"": 25}, {""name"": ""popcorn"", ""estimated_calories"": 5}, {""name"": ""oreo"", ""estimated_calories"": 53}, {""name"": ""pretzel crisp"", ""estimated_calories"": 60}, {""name"": ""pretzel crisp"", ""estimated_calories"": 60}]","[""The green gummy candy is a standard Sour Patch Kid."", ""The dark brown item is a medium roasted chestnut."", ""The popcorn is plain and air-popped."", ""The dark cookie is a standard Oreo."", ""The two irregular brown items are chocolate-covered pretzel crisps of typical size.""]",False
215d41f7-IMG_5974.jpg,91,83,105,medium,"[{""name"": ""milano cookie"", ""estimated_calories"": 75}, {""name"": ""pretzel crisp"", ""estimated_calories"": 11}, {""name"": ""popcorn"", ""estimated_calories"": 5}]","[""The cookie is a standard Milano cookie."", ""The pretzel is a standard pretzel crisp."", ""The popcorn is air-popped or lightly seasoned, not heavily buttered or oiled.""]",False
2533e9a7-IMG_5793_aug0.jpg,101,90,120,high,"[{""name"": ""oreo"", ""estimated_calories"": 53}, {""name"": ""swedish fish"", ""estimated_calories"": 12}, {""name"": ""swedish fish"", ""estimated_calories"": 12}, {""name"": ""sour patch kid"", ""estimated_calories"": 12}, {""name"": ""sour patch kid"", ""estimated_calories"": 12}]","[""The black round cookie is a standard Oreo."", ""The red and pink elongated candies are standard Swedish Fish."", ""The green and white/yellowish sugar-coated candies are standard Sour Patch Kids or similar gummy candies of comparable size and calorie content."", ""No additional ingredients like sauces or oils are present.""]",False
26d0b15b-IMG_5921_aug0.jpg,108,93,135,medium,"[{""name"": ""oreo"", ""estimated_calories"": 53}, {""name"": ""popcorn"", ""estimated_calories"": 5}, {""name"": ""roasted chestnut"", ""estimated_calories"": 50}]","[""The Oreo is a standard size."", ""The popcorn kernels are plain and unbuttered."", ""The roasted chestnuts are medium-sized and prepared without added oils.""]",False
31431e9f-IMG_5906_aug1.jpg,61,50,75,low,"[{""name"": ""pretzel crisp"", ""estimated_calories"": 12}, {""name"": ""sour patch kid"", ""estimated_calories"": 12}, {""name"": ""swedish fish"", ""estimated_calories"": 12}, {""name"": ""roasted chestnut"", ""estimated_calories"": 25}]","[""The image is very dark, making precise identification and portion sizing difficult."", ""The large, flat, brown item is a single pretzel crisp."", ""The red, sugar-coated gummy is a single Sour Patch Kid."", ""The red, fish-shaped gummy is a single Swedish Fish."", ""The small dark circular object is a single roasted chestnut."", ""The larger dark circular object is not a food item (e.g., a shadow or part of the background/prop).""]",False
34aca318-IMG_5991_aug1.jpg,40,34,48,low,"[{""name"": ""roasted chestnut"", ""estimated_calories"": 35}, {""name"": ""popcorn"", ""estimated_calories"": 5}]","[""The central elongated item is identified as a roasted chestnut, despite its unusual color and smooth appearance compared to typical roasted chestnuts, due to the limited food category options."", ""The popcorn pieces are assumed to be air-popped and unseasoned."", ""Estimated calories for popcorn are based on 5 small pieces, approximately 1 calorie per piece.""]",False
39f64790-IMG_5788.jpg,113,101,124,medium,"[{""name"": ""popcorn"", ""estimated_calories"": 5}, {""name"": ""oreo"", ""estimated_calories"": 53}, {""name"": ""swedish fish"", ""estimated_calories"": 20}, {""name"": ""roasted chestnut"", ""estimated_calories"": 35}]","[""The dark round cookie is a standard Oreo."", ""The red candy is a standard Swedish Fish."", ""The dark, irregular item is a roasted chestnut."", ""The popcorn is a very small amount, unbuttered.""]",False
3fe9e53f-IMG_5792.jpg,104,82,115,medium,"[{""name"": ""oreo"", ""estimated_calories"": 53}, {""name"": ""popcorn"", ""estimated_calories"": 5}, {""name"": ""sour patch kid"", ""estimated_calories"": 12}, {""name"": ""sour patch kid"", ""estimated_calories"": 12}, {""name"": ""swedish fish"", ""estimated_calories"": 12}]","[""The Oreo cookie is a standard original size."", ""The popcorn is a small, plain piece."", ""Sour Patch Kids and Swedish Fish are standard individual sizes.""]",False
42ba7e0a-IMG_5840_aug1.jpg,0,0,0,low,[],"[""No food items were identifiable in the extremely dark image.""]",False
442c6a3f-IMG_5992.jpg,85,15,135,low,"[{""name"": ""Popcorn"", ""estimated_calories"": 10}, {""name"": ""Round baked good"", ""estimated_calories"": 75}]","[""The round, light-colored item is a baked good, and its calorie content is estimated based on a single Milano cookie (approximately 75 calories), as it is the most fitting option from the provided list for a cookie-like item, despite the shape not being typical for a Milano."", ""There are 5 pieces of popcorn, and each is estimated to be approximately 2 calories."", ""The popcorn is assumed to be plain and unbuttered.""]",False
46832413-IMG_5942_aug0.jpg,263,220,320,medium,"[{""name"": ""oreo"", ""estimated_calories"": 53}, {""name"": ""milano cookie"", ""estimated_calories"": 70}, {""name"": ""pretzel crisp"", ""estimated_calories"": 80}, {""name"": ""roasted chestnut"", ""estimated_calories"": 35}, {""name"": ""popcorn"", ""estimated_calories"": 10}, {""name"": ""sour patch kid"", ""estimated_calories"": 15}]","[""The pretzel-like item is a single, glazed pretzel crisp, estimated on the higher side due to its appearance."", ""The popcorn is plain and air-popped."", ""Standard sizes for Oreo, Milano cookie, roasted chestnut, and Sour Patch Kid.""]",False
4a70d9ce-IMG_5791.jpg,101,81,110,high,"[{""name"": ""oreo"", ""estimated_calories"": 53}, {""name"": ""popcorn"", ""estimated_calories"": 2}, {""name"": ""sour patch kid"", ""estimated_calories"": 12}, {""name"": ""sour patch kid"", ""estimated_calories"": 12}, {""name"": ""sour patch kid"", ""estimated_calories"": 12}]","[""The Oreo is a standard original cookie."", ""The popcorn is a single, plain, air-popped kernel."", ""The gummy candies are standard Sour Patch Kids.""]",False
54d66c5c-IMG_5816_aug1.jpg,83,70,100,low,"[{""name"": ""Sour Patch Kid"", ""estimated_calories"": 12}, {""name"": ""Sour Patch Kid"", ""estimated_calories"": 12}, {""name"": ""Sour Patch Kid"", ""estimated_calories"": 12}, {""name"": ""Sour Patch Kid"", ""estimated_calories"": 12}, {""name"": ""roasted chestnut"", ""estimated_calories"": 35}]","[""The reddish, irregular shapes are assumed to be Sour Patch Kids (estimated 4 pieces)."", ""The dark, circular object is assumed to be a roasted chestnut (estimated 1 piece)."", ""The white blob is too ambiguous to identify as a food item and is not included in the calorie count."", ""Standard calorie counts for Sour Patch Kids (approx. 12 calories per piece) and roasted chestnuts (approx. 35 calories per medium chestnut) were used."", ""No additional ingredients like oils or sauces were added.""]",False
68625a01-IMG_5947.jpg,249,215,290,high,"[{""name"": ""milano cookie"", ""estimated_calories"": 75}, {""name"": ""milano cookie"", ""estimated_calories"": 75}, {""name"": ""oreo"", ""estimated_calories"": 53}, {""name"": ""swedish fish"", ""estimated_calories"": 11}, {""name"": ""roasted chestnut"", ""estimated_calories"": 35}]","[""The two oval cookies are standard Milano cookies."", ""The dark round cookie is a standard Oreo."", ""The red gummy candy is a standard Swedish Fish."", ""The dark, roundish item is a medium roasted chestnut."", ""Standard serving sizes and preparations are assumed for all items.""]",False
7159749c-IMG_5766_aug1.jpg,93,80,110,low,"[{""name"": ""Oreo cookie"", ""estimated_calories"": 53}, {""name"": ""Mini Oreo cookie"", ""estimated_calories"": 25}, {""name"": ""Pretzel crisp"", ""estimated_calories"": 15}]","[""The larger dark circular object is a standard Oreo cookie."", ""The smaller dark circular object is a mini Oreo cookie."", ""The light-colored elongated object is a pretzel crisp."", ""Standard serving sizes and calorie counts for these items were used."", ""The image quality is very poor, making precise identification and portion estimation difficult.""]",False
71ba65b5-IMG_5803_aug1.jpg,159,145,175,medium,"[{""name"": ""oreo"", ""estimated_calories"": 53}, {""name"": ""milano cookie"", ""estimated_calories"": 70}, {""name"": ""sour patch kid"", ""estimated_calories"": 24}, {""name"": ""swedish fish"", ""estimated_calories"": 12}]","[""The Oreo is a standard original flavor."", ""The white and dark cookie is a standard Milano cookie."", ""The gummy candies are standard Sour Patch Kids (2 pieces) and Swedish Fish (1 piece).""]",False
7458e04d-IMG_5980.jpg,27,21,32,high,"[{""name"": ""pretzel crisp"", ""estimated_calories"": 12}, {""name"": ""pretzel crisp"", ""estimated_calories"": 12}, {""name"": ""popcorn"", ""estimated_calories"": 1}, {""name"": ""popcorn"", ""estimated_calories"": 1}, {""name"": ""popcorn"", ""estimated_calories"": 1}]","[""The pretzels are standard, unflavored pretzel crisps."", ""The popcorn pieces are small and unbuttered/unsalted.""]",False
7458e04d-IMG_5980_aug1.jpg,39,29,70,medium,"[{""name"": ""popcorn"", ""estimated_calories"": 15}, {""name"": ""pretzel crisp"", ""estimated_calories"": 24}]","[""The three white pieces are plain popcorn."", ""The two dark, burnt items are pretzel crisps, heavily burnt."", ""Standard calorie counts for plain popcorn and pretzel crisps were used.""]",False
87324449-IMG_5771.jpg,153,125,185,medium,"[{""name"": ""milano cookie"", ""estimated_calories"": 75}, {""name"": ""oreo"", ""estimated_calories"": 53}, {""name"": ""roasted chestnut"", ""estimated_calories"": 25}]","[""The white sandwich cookie is a standard Milano cookie."", ""The dark round item is a roasted chestnut."", ""Standard sizes for all items.""]",False
8f566fcf-IMG_5889_aug0.jpg,255,190,320,medium,"[{""name"": ""pretzel crisp"", ""estimated_calories"": 200}, {""name"": ""roasted chestnut"", ""estimated_calories"": 25}, {""name"": ""roasted chestnut"", ""estimated_calories"": 25}, {""name"": ""popcorn"", ""estimated_calories"": 2}, {""name"": ""popcorn"", ""estimated_calories"": 3}]","[""The large, twisted item is estimated as a standard hard pretzel, despite being categorized as 'pretzel crisp' in the provided list. Its size is estimated."", ""The two dark, oval items are roasted chestnuts."", ""The two small, white, irregular items are plain popcorn."", ""The image quality is grainy, which adds some uncertainty to precise identification and size estimation.""]",False
941f29eb-IMG_5971.jpg,92,83,101,medium,"[{""name"": ""milano cookie"", ""estimated_calories"": 75}, {""name"": ""pretzel crisp"", ""estimated_calories"": 12}, {""name"": ""popcorn"", ""estimated_calories"": 5}]","[""The large cookie is a standard Milano cookie."", ""The broken pretzel is equivalent to one small pretzel crisp."", ""The popcorn pieces are plain and unbuttered/unsalted.""]",False
955d6fb9-IMG_5843.jpg,80,55,110,medium,"[{""name"": ""pretzel crisp"", ""estimated_calories"": 15}, {""name"": ""pretzel crisp"", ""estimated_calories"": 15}, {""name"": ""sour patch kid"", ""estimated_calories"": 12}, {""name"": ""sour patch kid"", ""estimated_calories"": 12}, {""name"": ""roasted chestnut"", ""estimated_calories"": 25}]","[""The two pretzel-shaped items are categorized as 'pretzel crisp' as per the allowed list, but are estimated as small, traditional hard pretzels based on their appearance."", ""The two colorful candies are Sour Patch Kids."", ""The dark, round item is a roasted chestnut.""]",False
955d6fb9-IMG_5843_aug0.jpg,189,130,245,medium,"[{""name"": ""pretzel crisp"", ""estimated_calories"": 70}, {""name"": ""pretzel crisp"", ""estimated_calories"": 70}, {""name"": ""sour patch kid"", ""estimated_calories"": 12}, {""name"": ""sour patch kid"", ""estimated_calories"": 12}, {""name"": ""roasted chestnut"", ""estimated_calories"": 25}]","[""The two large brown items are coated pretzel crisps."", ""The green and red candies are Sour Patch Kids."", ""The dark oval item is a roasted chestnut."", ""Standard calorie counts for these items were used.""]",False
99c010a2-IMG_5776_aug1.jpg,153,130,210,low,"[{""name"": ""oreo"", ""estimated_calories"": 106}, {""name"": ""popcorn"", ""estimated_calories"": 35}, {""name"": ""sour patch kid"", ""estimated_calories"": 12}]","[""The two larger dark round objects are assumed to be standard Oreo cookies (2 pieces)."", ""The lighter, irregular mass in the center is assumed to be plain popcorn (approximately 1 cup popped)."", ""The small red object is assumed to be a Sour Patch Kid (1 piece)."", ""No additional butter, oil, or sauces were added to the popcorn.""]",False
9a486b46-IMG_5964.jpg,145,105,185,medium,"[{""name"": ""pretzel"", ""estimated_calories"": 75}, {""name"": ""sour patch kid"", ""estimated_calories"": 36}, {""name"": ""roasted chestnut"", ""estimated_calories"": 35}]","[""The pretzels are standard hard pretzels, with one being a full piece and the other approximately half."", ""The dark, round item is a roasted chestnut."", ""The Sour Patch Kids are standard size.""]",False
a1060fd3-IMG_5928_aug0.jpg,272,230,350,low,"[{""name"": ""Oreo"", ""estimated_calories"": 212}, {""name"": ""Popcorn"", ""estimated_calories"": 60}]","[""The dark, round objects are Oreo cookies."", ""The light, irregular objects are popcorn."", ""The popcorn is air-popped or lightly oiled."", ""Portion sizes are estimated based on visual appearance in poor lighting conditions.""]",False
a1a10b43-IMG_5841_aug0.jpg,79,65,110,medium,"[{""name"": ""pretzel crisp"", ""estimated_calories"": 10}, {""name"": ""pretzel crisp"", ""estimated_calories"": 10}, {""name"": ""sour patch kid"", ""estimated_calories"": 12}, {""name"": ""sour patch kid"", ""estimated_calories"": 12}, {""name"": ""roasted chestnut"", ""estimated_calories"": 35}]","[""The dark oval item is a roasted chestnut."", ""Standard sizes for pretzel crisps and Sour Patch Kids.""]",False
a1a2bf40-IMG_5836_aug0.jpg,282,230,365,medium,"[{""name"": ""pretzel crisp"", ""estimated_calories"": 110}, {""name"": ""pretzel crisp"", ""estimated_calories"": 110}, {""name"": ""roasted chestnut"", ""estimated_calories"": 25}, {""name"": ""roasted chestnut"", ""estimated_calories"": 25}, {""name"": ""sour patch kid"", ""estimated_calories"": 12}]","[""The two brown, irregular-shaped items are chocolate-covered pretzel snacks, categorized as 'pretzel crisp' due to the provided options."", ""The two dark, oval items are roasted chestnuts."", ""The red gummy item is a Sour Patch Kid."", ""Standard calorie counts for these items were used.""]",False
ab968bcc-IMG_5783_aug0.jpg,93,80,110,medium,"[{""name"": ""oreo"", ""estimated_calories"": 53}, {""name"": ""roasted chestnut"", ""estimated_calories"": 20}, {""name"": ""swedish fish"", ""estimated_calories"": 12}, {""name"": ""popcorn"", ""estimated_calories"": 8}]","[""The black round item is one standard Oreo cookie."", ""The dark, irregularly shaped item is a single roasted chestnut."", ""The red, elongated item is a single Swedish Fish candy."", ""The popcorn is air-popped and represents a very small serving (approximately 3-4 kernels).""]",False
abfd3073-IMG_5873_aug0.jpg,55,50,60,high,"[{""name"": ""sour patch kid"", ""estimated_calories"": 11}, {""name"": ""sour patch kid"", ""estimated_calories"": 11}, {""name"": ""sour patch kid"", ""estimated_calories"": 11}, {""name"": ""sour patch kid"", ""estimated_calories"": 11}, {""name"": ""sour patch kid"", ""estimated_calories"": 11}]","[""The candies are standard-sized Sour Patch Kids."", ""Each Sour Patch Kid contains approximately 10-12 calories.""]",False
b12d52ff-IMG_5807.jpg,295,268,350,medium,"[{""name"": ""milano cookie"", ""estimated_calories"": 200}, {""name"": ""oreo"", ""estimated_calories"": 53}, {""name"": ""sour patch kid"", ""estimated_calories"": 10}, {""name"": ""sour patch kid"", ""estimated_calories"": 10}, {""name"": ""swedish fish"", ""estimated_calories"": 22}]","[""The large white cookie is estimated as a very large sandwich cookie, similar to a Milano cookie in style but significantly larger than a standard size."", ""The two rectangular gummies are Sour Patch Kids."", ""The fish-shaped gummy is a Swedish Fish."", ""Standard calorie counts for commercially available candies and cookies were used.""]",False
b9649c0e-IMG_5773_aug1.jpg,105,95,125,medium,"[{""name"": ""oreo"", ""estimated_calories"": 53}, {""name"": ""pretzel crisp"", ""estimated_calories"": 11}, {""name"": ""roasted chestnut"", ""estimated_calories"": 30}, {""name"": ""swedish fish"", ""estimated_calories"": 11}]","[""The dark circular item is an Oreo cookie."", ""The golden, irregular item is a pretzel crisp."", ""The small dark round item is a roasted chestnut."", ""The red fish-shaped item is a Swedish Fish."", ""Standard calorie counts for individual items were used.""]",False
bc681c44-IMG_5832.jpg,330,290,405,medium,"[{""name"": ""pretzel crisp"", ""estimated_calories"": 200}, {""name"": ""popcorn"", ""estimated_calories"": 15}, {""name"": ""milano cookie"", ""estimated_calories"": 75}, {""name"": ""swedish fish"", ""estimated_calories"": 15}, {""name"": ""roasted chestnut"", ""estimated_calories"": 25}]","[""The item categorized as 'pretzel crisp' is visually a large hard pretzel, and its calories are estimated based on this visual appearance."", ""The popcorn is a very small amount and assumed to be plain."", ""The cookie is a standard Milano cookie."", ""The roasted chestnut is a medium-sized piece.""]",False
c1d7e082-IMG_5888.jpg,54,32,76,medium,"[{""name"": ""pretzel crisp"", ""estimated_calories"": 15}, {""name"": ""roasted chestnut"", ""estimated_calories"": 18}, {""name"": ""roasted chestnut"", ""estimated_calories"": 18}, {""name"": ""popcorn"", ""estimated_calories"": 2}, {""name"": ""popcorn"", ""estimated_calories"": 1}]","[""The pretzel is a standard pretzel crisp and not heavily coated or filled."", ""The roasted chestnuts are plain and not candied or heavily oiled."", ""The popcorn is plain, air-popped, and not buttered or sugared."", ""The size of each item is typical for its kind.""]",False
c4b989bb-IMG_5957.jpg,181,165,196,medium,"[{""name"": ""oreo"", ""estimated_calories"": 53}, {""name"": ""milano cookie"", ""estimated_calories"": 70}, {""name"": ""roasted chestnut"", ""estimated_calories"": 25}, {""name"": ""sour patch kid"", ""estimated_calories"": 11}, {""name"": ""sour patch kid"", ""estimated_calories"": 11}, {""name"": ""sour patch kid"", ""estimated_calories"": 11}]","[""The Oreo cookie is a standard original size."", ""The Milano cookie is a standard original size."", ""The roasted chestnut is a medium size."", ""The Sour Patch Kids are standard size.""]",False
c61e6575-IMG_5769_aug1.jpg,148,135,165,medium,"[{""name"": ""milano cookie"", ""estimated_calories"": 80}, {""name"": ""roasted chestnut"", ""estimated_calories"": 15}, {""name"": ""oreo"", ""estimated_calories"": 53}]","[""The light-colored oval item is one standard Milano cookie."", ""The small dark item is one small roasted chestnut."", ""The larger dark round item is one standard Oreo cookie."", ""No additional ingredients or preparation methods that would significantly alter calorie content.""]",False
c6a5faaf-IMG_5862_aug1.jpg,191,171,230,medium,"[{""name"": ""oreo"", ""estimated_calories"": 53}, {""name"": ""pretzel crisp"", ""estimated_calories"": 20}, {""name"": ""milano cookie"", ""estimated_calories"": 75}, {""name"": ""sour patch kid"", ""estimated_calories"": 12}, {""name"": ""swedish fish"", ""estimated_calories"": 12}, {""name"": ""popcorn"", ""estimated_calories"": 1}, {""name"": ""roasted chestnut"", ""estimated_calories"": 18}]","[""The Oreo is a standard size cookie."", ""The chocolate covered pretzel is a small, single piece."", ""The Milano cookie is a standard size."", ""The Sour Patch Kid and Swedish Fish are standard individual pieces."", ""The popcorn piece is very small and plain."", ""The roasted chestnut is a medium-sized individual nut.""]",False
c900112e-IMG_5993_aug0.jpg,0,0,0,low,[],"[""No identifiable food items from the provided list were visible in the image.""]",False
cebb0511-IMG_5976.jpg,89,80,100,medium,"[{""name"": ""milano cookie"", ""estimated_calories"": 75}, {""name"": ""pretzel crisp"", ""estimated_calories"": 12}, {""name"": ""popcorn"", ""estimated_calories"": 2}]","[""The large cookie is a Milano cookie."", ""The broken snack is a pretzel crisp."", ""The popcorn pieces are plain and unbuttered.""]",False
d2d639d0-IMG_5833.jpg,108,90,130,medium,"[{""name"": ""pretzel"", ""estimated_calories"": 50}, {""name"": ""roasted chestnut"", ""estimated_calories"": 36}, {""name"": ""swedish fish"", ""estimated_calories"": 22}]","[""The pretzels are standard hard pretzels, not pretzel crisps."", ""The roasted chestnuts are unsweetened."", ""The Swedish Fish are standard size.""]",False
d3575499-IMG_5877_aug1.jpg,76,63,99,medium,"[{""name"": ""roasted chestnut"", ""estimated_calories"": 35}, {""name"": ""roasted chestnut"", ""estimated_calories"": 35}, {""name"": ""popcorn"", ""estimated_calories"": 2}, {""name"": ""popcorn"", ""estimated_calories"": 2}, {""name"": ""popcorn"", ""estimated_calories"": 2}]","[""The dark, round items are roasted chestnuts."", ""The white, irregularly shaped items are plain popcorn."", ""The chestnuts are medium-sized."", ""The popcorn is air-popped without significant added butter or oil.""]",False
d6fda9dd-IMG_5815_aug1.jpg,41,33,53,medium,"[{""name"": ""pretzel crisp"", ""estimated_calories"": 12}, {""name"": ""swedish fish"", ""estimated_calories"": 12}, {""name"": ""popcorn"", ""estimated_calories"": 5}, {""name"": ""sour patch kid"", ""estimated_calories"": 12}]","[""The pretzel is a standard pretzel crisp."", ""The Swedish Fish is a standard size."", ""The popcorn is plain and unbuttered."", ""The two smaller red pieces are equivalent to one standard Sour Patch Kid.""]",False
d8ba8b13-IMG_5818_aug1.jpg,85,60,115,medium,"[{""name"": ""Swedish Fish"", ""estimated_calories"": 20}, {""name"": ""Sour Patch Kid"", ""estimated_calories"": 15}, {""name"": ""Sour Patch Kid"", ""estimated_calories"": 15}, {""name"": ""Roasted Chestnut"", ""estimated_calories"": 25}, {""name"": ""Popcorn"", ""estimated_calories"": 5}, {""name"": ""Popcorn"", ""estimated_calories"": 5}]","[""The red fish-shaped candy is a Swedish Fish."", ""The person-shaped candies are Sour Patch Kids."", ""The dark round item is a roasted chestnut."", ""The white irregular pieces are plain popcorn."", ""Standard calorie counts for individual pieces of these items were used.""]",False
d9081e39-IMG_5924_aug1.jpg,112,95,135,medium,"[{""name"": ""oreo"", ""estimated_calories"": 53}, {""name"": ""oreo"", ""estimated_calories"": 25}, {""name"": ""oreo"", ""estimated_calories"": 25}, {""name"": ""popcorn"", ""estimated_calories"": 9}]","[""The large dark circular item is a standard Oreo cookie."", ""The two smaller dark circular items are mini Oreo cookies."", ""The popcorn is plain or lightly prepared."", ""The image quality is grainy, which makes precise size estimation difficult.""]",False
de210d0e-IMG_5830.jpg,160,135,205,medium,"[{""name"": ""pretzel crisp"", ""estimated_calories"": 15}, {""name"": ""popcorn"", ""estimated_calories"": 10}, {""name"": ""milano cookie"", ""estimated_calories"": 75}, {""name"": ""swedish fish"", ""estimated_calories"": 35}, {""name"": ""roasted chestnut"", ""estimated_calories"": 25}]","[""The pretzel is a single, standard-sized pretzel crisp."", ""The ghost-shaped item on the pretzel is a small piece of popcorn."", ""The cookie is a standard-sized Milano cookie."", ""The red gummy candy is a standard-sized Swedish Fish."", ""The dark, round item is a single roasted chestnut."", ""No additional oils, butter, or sauces were used.""]",False
